,species,English.name,French.name,Spanish.name
10332,Setophaga chrysoparia,Golden-cheeked Warbler,Paruline a dos noir,Reinita Caridorada
10333,Setophaga virens,Black-throated Green Warbler,Paruline a gorge noire,Reinita Dorsiverde
10334,Myiothlypis luteoviridis,Northern Citrine Warbler,Paruline citrine,Reinita Citrina
10335,Myiothlypis striaticeps,Peruvian Citrine Warbler,NA,NA
10336,Myiothlypis euophrys,Bolivian Citrine Warbler,NA,NA
10337,Myiothlypis basilica,Santa Marta Warbler,Paruline de Santa Marta,Reinita de Santa Marta
10338,Myiothlypis leucophrys,White-striped Warbler,Paruline bridee,Reinita Cejiblanca
10339,Myiothlypis flaveola,Flavescent Warbler,Paruline flavescente,Reinita Amarillenta
10340,Myiothlypis leucoblephara,White-rimmed Warbler,Paruline a paupieres blanches,Reinita Silbona
10341,Myiothlypis signata,Pale-legged Warbler,Paruline a pattes pales,Reinita Paticlara
10342,Myiothlypis nigrocristata,Black-crested Warbler,Paruline a cimier noir,Reinita Crestinegra
10343,Myiothlypis fulvicauda,Buff-rumped Warbler,Paruline a croupion fauve,Reinita Culiparda
10344,Myiothlypis mesoleuca,Northern Riverbank Warbler,NA,NA
10345,Myiothlypis rivularis,Southern Riverbank Warbler,Paruline des rives,Reinita Riberena
10346,Myiothlypis roraimae,Roraiman Warbler,NA,NA
10347,Myiothlypis bivittata,Two-banded Warbler,Paruline rubanee,Reinita Bandeada
10348,Myiothlypis chlorophrys,Choco Warbler,NA,NA
10349,Myiothlypis chrysogaster,Golden-bellied Warbler,Paruline a ventre dore,Reinita Ventridorada
10350,Myiothlypis conspicillata,White-lored Warbler,Paruline a lores blancs,Reinita Embridada
10351,Myiothlypis cinereicollis,Grey-throated Warbler,Paruline a cou gris,Reinita Gorjigris
10352,Myiothlypis fraseri,Grey-and-gold Warbler,Paruline de Fraser,Reinita de Fraser
10353,Myiothlypis coronata,Russet-crowned Warbler,Paruline a diademe,Reinita Coronirroja
10354,Basileuterus lachrymosus,Fan-tailed Warbler,Paruline des rochers,Reinita Roquera
10355,Basileuterus rufifrons,Rufous-capped Warbler,Paruline a calotte rousse,Reinita Coronirrufa
10356,Basileuterus melanogenys,Black-cheeked Warbler,Paruline sombre,Reinita Carinegra
10357,Basileuterus ignotus,Pirre Warbler,Paruline du Pirre,Reinita del Pirre
10358,Basileuterus belli,Golden-browed Warbler,Paruline a sourcils dores,Reinita Cejidorada
10359,Basileuterus culicivorus,Stripe-crowned Warbler,Paruline a couronne doree,Reinita Coronidorada
10360,Basileuterus cabanisi,Yellow-crowned Warbler,NA,NA
10361,Basileuterus auricapilla,Golden-crowned Warbler,NA,NA
10362,Basileuterus hypoleucus,White-bellied Warbler,NA,NA
10363,Basileuterus trifasciatus,Three-banded Warbler,Paruline trifasciee,Reinita de Cajamarca
10364,Basileuterus tristriatus,Three-striped Warbler,Paruline triligne,Reinita Cabecilistada
10365,Basileuterus griseiceps,Grey-headed Warbler,Paruline a tete grise,Reinita Cabecigris
10366,Cardellina canadensis,Canada Warbler,Paruline du Canada,Reinita Canadiense
10367,Cardellina pusilla,Wilson's Warbler,Paruline a calotte noire,Reinita de Wilson
10368,Cardellina rubrifrons,Red-faced Warbler,Paruline a face rouge,Reinita Carirroja
10369,Cardellina rubra,Red Warbler,Paruline rouge,Reinita Roja
10370,Cardellina versicolor,Pink-headed Warbler,Paruline a tete rose,Reinita Rosada
10371,Myioborus pictus,Painted Whitestart,Paruline a ailes blanches,Candelita Aliblanca
10372,Myioborus miniatus,Slate-throated Whitestart,Paruline ardoisee,Candelita Plomiza
10373,Myioborus brunniceps,Brown-capped Whitestart,Paruline basanee,Candelita Coronicastana
10374,Myioborus flavivertex,Yellow-crowned Whitestart,Paruline a cimier jaune,Candelita Coronigualda
10375,Myioborus albifrons,White-fronted Whitestart,Paruline a front blanc,Candelita Frentiblanca
10376,Myioborus chrysops,Golden-fronted Whitestart,NA,NA
10377,Myioborus ornatus,Yellow-fronted Whitestart,Paruline doree,Candelita Adornada
10378,Myioborus melanocephalus,Spectacled Whitestart,Paruline a lunettes,Candelita de Anteojos
10379,Myioborus torquatus,Collared Whitestart,Paruline ceinturee,Candelita Collareja
10380,Myioborus pariae,Paria Whitestart,Paruline de Paria,Candelita de Paria
10381,Myioborus albifacies,White-faced Whitestart,Paruline a face blanche,Candelita Cariblanca
10382,Myioborus cardonai,Guaiquinima Whitestart,Paruline de Cardona,Candelita de Cardona
10383,Myioborus castaneocapilla,Tepui Whitestart,Paruline des tepuis,Candelita de Tepui
10384,Phaenicophilus palmarum,Black-crowned Palm-tanager,Katje a couronne noire,Cuatro Ojos Coroninegro
10385,Phaenicophilus poliocephalus,Grey-crowned Palm-tanager,Katje a couronne grise,Cuatro Ojos Coronigris
10386,Xenoligea montana,White-winged Warbler,Petit Quatre-yeux,Reinita Montana
10387,Microligea palustris,Green-tailed Warbler,Ligea aux yeux rouges,Reinita Coliverde
10388,Spindalis zena,Western Spindalis,Zena a tete rayee,Cigua Cubana
10389,Spindalis dominicensis,Hispaniolan Spindalis,Zena d'Hispaniola,Cigua de La Espanola
10390,Spindalis portoricensis,Puerto Rican Spindalis,Zena de Porto Rico,Cigua Puertorriquena
10391,Spindalis nigricephala,Jamaican Spindalis,Zena de Jamaique,Cigua Jamaicana
10392,Nesospingus speculiferus,Puerto Rican Tanager,Pleureur de Porto Rico,Tangara Puertorriquena
10393,Calyptophilus tertius,Western Chat-tanager,Konichon d'Haiti,Tangara Haitiana
10394,Calyptophilus frugivorus,Eastern Chat-tanager,Konichon dominicain,Tangara Dominicana
10395,Lamprospiza melanoleuca,Red-billed Pied Tanager,Lamprospize noir et blanc,Tangara Piquirroja
10396,Mitrospingus cassinii,Dusky-faced Tanager,Mitrospin obscur,Tangara Carinegruzca
10397,Mitrospingus oleagineus,Olive-backed Tanager,Mitrospin a dos olive,Tangara Dorsioliva
10398,Orthogonys chloricterus,Olive-green Tanager,Mitrospin vireon,Tangara Verdioliva
10399,Pheucticus chrysopeplus,Yellow Grosbeak,Cardinal jaune,Picogrueso Amarillo
10400,Pheucticus tibialis,Black-thighed Grosbeak,Cardinal a cuisses noires,Picogrueso Muslinegro
10401,Pheucticus chrysogaster,Golden Grosbeak,Cardinal a tete jaune,Picogrueso Ventriamarillo
10402,Pheucticus aureoventris,Black-backed Grosbeak,Cardinal a dos noir,Picogrueso Dorsinegro
10403,Pheucticus ludovicianus,Rose-breasted Grosbeak,Cardinal a poitrine rose,Picogrueso Pechirrosado
10404,Pheucticus melanocephalus,Black-headed Grosbeak,Cardinal a tete noire,Picogrueso Cabecinegro
10405,Granatellus venustus,Red-breasted Chat,Granatelle multicolore,Reinita Mejicana
10406,Granatellus francescae,Tres Marias Chat,NA,NA
10407,Granatellus sallaei,Grey-throated Chat,Granatelle a plastron,Reinita Yucateca
10408,Granatellus pelzelni,Rose-breasted Chat,Granatelle de Pelzeln,Reinita Pechirroja
10409,Granatellus paraensis,Rose-bellied Chat,NA,NA
10410,Spiza americana,Dickcissel,Dickcissel d'Amerique,Arrocero
10411,Passerina cyanea,Indigo Bunting,Passerin indigo,Azulillo indigo
10412,Passerina caerulea,Blue Grosbeak,Guiraca bleu,Azulillo Grande
10413,Passerina amoena,Lazuli Bunting,Passerin azure,Azulillo Lapislazuli
10414,Passerina rositae,Rose-bellied Bunting,Passerin a ventre rose,Azulillo Ventrirrosado
10415,Passerina leclancherii,Orange-breasted Bunting,Passerin arc-en-ciel,Azulillo Pechinaranja
10416,Passerina versicolor,Varied Bunting,Passerin varie,Azulillo Morado
10417,Passerina ciris,Painted Bunting,Passerin nonpareil,Azulillo Sietecolores
10418,Cyanocompsa parellina,Blue Bunting,eveque pare,Picogrueso Azul
10419,Amaurospiza relicta,Slate-blue Seedeater,NA,NA
10420,Amaurospiza moesta,Blue Seedeater,eveque noiratre,Semillero Negruzco
10421,Cyanoloxia cyanoides,Blue-black Grosbeak,eveque bleu-noir,Picogrueso Negriazul
10422,Cyanoloxia rothschildii,Amazonian Grosbeak,eveque de Rothschild,Picogrueso Amazonico
10423,Cyanoloxia brissonii,Ultramarine Grosbeak,eveque de Brisson,Picogrueso de Brisson
10424,Cyanoloxia glaucocaerulea,Glaucous-blue Grosbeak,eveque indigo,Picogrueso indigo
10425,Habia fuscicauda,Red-throated Ant-tanager,Habia a gorge rouge,Habia Gorjirroja
10426,Habia gutturalis,Sooty Ant-tanager,Habia fuligineux,Habia Sombria
10427,Habia atrimaxillaris,Black-cheeked Ant-tanager,Habia a joues noires,Habia Carinegra
10428,Habia cristata,Crested Ant-tanager,Habia a crete rouge,Habia Copetona
10429,Habia rubica,Red-crowned Ant-tanager,Habia a couronne rouge,Habia Coronirroja
10430,Habia carmioli,Carmiol's Tanager,NA,NA
10431,Habia frenata,Yellow-lored Tanager,NA,NA
10432,Habia olivacea,Lemon-spectacled Tanager,NA,NA
10433,Habia stolzmanni,Ochre-breasted Tanager,NA,NA
10434,Piranga roseogularis,Rose-throated Tanager,Piranga a gorge rose,Piranga Yucateca
10435,Piranga erythrocephala,Red-headed Tanager,Piranga erythrocephale,Piranga Cabecirroja
10436,Piranga rubriceps,Red-hooded Tanager,Piranga a capuchon,Piranga Capuchirroja
10437,Piranga leucoptera,White-winged Tanager,Piranga bifascie,Piranga Aliblanca
10438,Piranga olivacea,Scarlet Tanager,Piranga ecarlate,Piranga Escarlata
10439,Piranga rubra,Summer Tanager,Piranga vermillon,Piranga Roja
10440,Piranga bidentata,Flame-colored Tanager,Piranga a dos raye,Piranga Estriada
10441,Piranga ludoviciana,Western Tanager,Piranga a tete rouge,Piranga Carirroja
10442,Piranga hepatica,Hepatic Tanager,NA,NA
10443,Piranga flava,Red Tanager,Piranga orange,Piranga Bermeja
10444,Cardinalis cardinalis,Northern Cardinal,Cardinal rouge,Cardenal Norteno
10445,Cardinalis phoeniceus,Vermilion Cardinal,Cardinal vermillon,Cardenal de La Guajira
10446,Cardinalis sinuatus,Pyrrhuloxia,Cardinal pyrrhuloxia,Cardenal Pardo
10447,Caryothraustes poliogaster,Black-faced Grosbeak,Cardinal a ventre blanc,Picogrueso Carinegro
10448,Caryothraustes canadensis,Yellow-green Grosbeak,Cardinal flavert,Picogrueso Verdiamarillo
10449,Caryothraustes celaeno,Crimson-collared Grosbeak,NA,NA
10450,Caryothraustes erythromelas,Red-and-black Grosbeak,NA,NA
10451,Catamblyrhynchus diadema,Plushcap,Tete-de-peluche couronne,Tangara Peluda
10452,Charitospiza eucosma,Coalcrest,Charitospize charbonnier,Monterita Crestada
10453,Orchesticus abeillei,Brown Tanager,Tangara brun,Tangara Parda
10454,Parkerthraustes humeralis,Yellow-shouldered Grosbeak,Tangara de Parker,Picogrueso Humeral
10455,Nemosia pileata,Hooded Tanager,Tangara coiffe-noire,Tangara Encapuchada
10456,Nemosia rourei,Cherry-throated Tanager,Tangara rougegorge,Tangara Golirroja
10457,Cyanicterus cyanicterus,Blue-backed Tanager,Tangara cyanictere,Tangara Dorsiazul
10458,Sericossypha albocristata,White-capped Tanager,Tangara a coiffe blanche,Tangara Coroniblanca
10459,Compsothraupis loricata,Scarlet-throated Tanager,Tangara a gorge ecarlate,Tangara Gorjirroja
10460,Coryphaspiza melanotis,Black-masked Finch,Coryphaspize a joues noires,Cachilo Enmascarado
10461,Embernagra platensis,Great Pampa-finch,Embernagre a cinq couleurs,Coludo Verdon
10462,Embernagra longicauda,Pale-throated Pampa-finch,Embernagre du Bresil,Coludo Gorjipalido
10463,Emberizoides ypiranganus,Lesser Grass-finch,Petit Tardivole,Coludo Chico
10464,Emberizoides herbicola,Wedge-tailed Grass-finch,Grand Tardivole,Coludo Colicuna
10465,Emberizoides duidae,Duida Grass-finch,Tardivole du Duida,Coludo del Duida
10466,Incaspiza pulchra,Great Inca-finch,Incaspize remarquable,Incaspiza Alirrufo
10467,Incaspiza personata,Rufous-backed Inca-finch,Incaspize costume,Incaspiza Dorsirrufo
10468,Incaspiza ortizi,Grey-winged Inca-finch,Incaspize d'Ortiz,Incaspiza Aligris
10469,Incaspiza laeta,Buff-bridled Inca-finch,Incaspize a moustaches,Incaspiza Bigotudo
10470,Incaspiza watkinsi,Little Inca-finch,Incaspize de Watkins,Incaspiza Chico
10471,Rhopospina fruticeti,Mourning Sierra-finch,Incaspize petit-deuil,Yal Pechinegro
10472,Porphyrospiza caerulescens,Blue Finch,NA,NA
10473,Corydospiza alaudina,Band-tailed Sierra-finch,NA,NA
10474,Corydospiza carbonaria,Carbon Sierra-finch,NA,NA
10475,Chlorophanes spiza,Green Honeycreeper,Tangara emeraude,Mielerito Verde
10476,Iridophanes pulcherrimus,Golden-collared Honeycreeper,Tangara sucrier,Mielerito Collarejo
10477,Chrysothlypis salmoni,Scarlet-and-white Tanager,Tangara rouge,Tangara Rojiblanca
10478,Chrysothlypis chrysomelas,Black-and-yellow Tanager,Tangara loriot,Tangara Negriamarilla
10479,Heterospingus rubrifrons,Sulphur-rumped Tanager,Tangara a croupion jaune,Tangara Lomiazufrada
10480,Heterospingus xanthopygius,Scarlet-browed Tanager,Tangara a sourcils roux,Tangara Cejirroja
10481,Hemithraupis flavicollis,Yellow-backed Tanager,Tangara a dos jaune,Tangara Gorjigualda
10482,Hemithraupis guira,Guira Tanager,Tangara guira,Tangara Guira
10483,Hemithraupis ruficapilla,Rufous-headed Tanager,Tangara a tete rousse,Tangara Cabecirrufa
10484,Tersina viridis,Swallow Tanager,Tersine hirondelle,Tangara Golondrina
10485,Cyanerpes caeruleus,Purple Honeycreeper,Guit-guit ceruleen,Mielerito Ceruleo
10486,Cyanerpes cyaneus,Red-legged Honeycreeper,Guit-guit sai,Mielerito Patirrojo
10487,Cyanerpes nitidus,Short-billed Honeycreeper,Guit-guit a bec court,Mielerito Piquicorto
10488,Cyanerpes lucidus,Shining Honeycreeper,Guit-guit brillant,Mielerito Reluciente
10489,Dacnis berlepschi,Scarlet-breasted Dacnis,Dacnis a poitrine rouge,Dacnis Pechirrojo
10490,Dacnis venusta,Scarlet-thighed Dacnis,Dacnis a cuisses rouges,Dacnis Muslirrojo
10491,Dacnis cayana,Blue Dacnis,Dacnis bleu,Dacnis Azul
10492,Dacnis flaviventer,Yellow-bellied Dacnis,Dacnis a ventre jaune,Dacnis Ventriamarillo
10493,Dacnis hartlaubi,Turquoise Dacnis,Dacnis de Hartlaub,Dacnis Turquesa
10494,Dacnis egregia,Yellow-tufted Dacnis,NA,NA
10495,Dacnis lineata,Black-faced Dacnis,Dacnis a coiffe bleue,Dacnis Carinegro
10496,Dacnis viguieri,Viridian Dacnis,Dacnis vert,Dacnis Verdoso
10497,Dacnis nigripes,Black-legged Dacnis,Dacnis a pattes noires,Dacnis Patinegro
10498,Dacnis albiventris,White-bellied Dacnis,Dacnis a ventre blanc,Dacnis Ventriblanco
10499,Saltator multicolor,Many-colored Chaco Finch,NA,NA
10500,Saltator atricollis,Black-throated Saltator,NA,NA
10501,Saltator orenocensis,Orinocan Saltator,Saltator de l'Orenoque,Pepitero del Orinoco
10502,Saltator similis,Green-winged Saltator,Saltator olive,Pepitero Verdoso
10503,Saltator grandis,Northern Grey Saltator,Saltator du Mexique,
10504,Saltator olivascens,Caribbean Grey Saltator,Saltator de Cabanis,
10505,Saltator coerulescens,Amazonian Grey Saltator,Saltator gris,
10506,Saltator striatipectus,Streaked Saltator,Saltator strie,Pepitero Listado
10507,Saltator albicollis,Lesser Antillean Saltator,Saltator gros-bec,Pepitero Antillano
10508,Saltator maximus,Buff-throated Saltator,Saltator des grands-bois,Pepitero Gorjicanelo
10509,Saltator atripennis,Black-winged Saltator,Saltator a ailes noires,Pepitero Alinegro
10510,Saltator atriceps,Black-headed Saltator,Saltator a tete noire,Pepitero Cabecinegro
10511,Saltator nigriceps,Black-cowled Saltator,Saltator a capuchon,Pepitero Capuchinegro
10512,Saltator fuliginosus,Black-throated Grosbeak,Saltator fuligineux,Pepitero Fuliginoso
10513,Saltator grossus,Slate-colored Grosbeak,Saltator ardoise,Pepitero Pizarroso
10514,Saltator cinctus,Masked Saltator,Saltator masque,Pepitero Enmascarado
10515,Saltator maxillosus,Thick-billed Saltator,Saltator a bec epais,Pepitero Picudo
10516,Saltator aurantiirostris,Golden-billed Saltator,Saltator a bec orange,Pepitero Piquigualdo
10517,Coereba flaveola,Bananaquit,Sucrier a ventre jaune,Platanero
10518,Tiaris olivaceus,Yellow-faced Grassquit,Tiaris grand-chanteur,Semillero Tomeguin
10519,Euneornis campestris,Orangequit,Pique-orange de Jamaique,Semillero Azulillo
10520,Pyrrhulagra portoricensis,Puerto Rican Bullfinch,NA,NA
10521,Pyrrhulagra violacea,Greater Antillean Bullfinch,NA,NA
10522,Pyrrhulagra nigra,Cuban Bullfinch,NA,NA
10523,Pyrrhulagra taylori,Grand Cayman Bullfinch,NA,NA
10524,Loxipasser anoxanthus,Yellow-shouldered Grassquit,Perenoir mantele,Semillero Jamaicano
10525,Phonipara canora,Cuban Grassquit,Petit-chanteur de Cuba,Semillero Canoro
10526,Loxigilla barbadensis,Barbados Bullfinch,Perenoir de Barbade,Semillero de Barbados
10527,Loxigilla noctis,Lesser Antillean Bullfinch,Perenoir rougegorge,Semillero Gorjirrojo
10528,Melanospiza richardsoni,St Lucia Black Finch,Moisson pied-blanc,Semillero de Santa Lucia
10529,Melanospiza bicolor,Black-faced Grassquit,Cici verdinere,Semillero Biocolor
10530,Asemospiza fuliginosa,Sooty Grassquit,Cici fuligineux,Semillero Fuliginoso
10531,Asemospiza obscura,Dull-colored Grassquit,Cici obscur,Semillero Oscuro
10532,Certhidea fusca,Grey Warbler-finch,Geospize gris,Pinzon de Darwin Gris
10533,Certhidea olivacea,Green Warbler-finch,Geospize olive,Pinzon de Darwin Olivaceo
10534,Platyspiza crassirostris,Vegetarian Finch,Geospize crassirostre,Pinzon de Darwin Vegetariano
10535,Pinaroloxias inornata,Cocos Finch,Spizin de Cocos,Pinzon de Darwin de Cocos
10536,Geospiza difficilis,Sharp-beaked Ground-finch,Geospize a bec pointu,Pinzon de Darwin Picofino
10537,Geospiza psittacula,Large Tree-finch,NA,NA
10538,Geospiza pauper,Medium Tree-finch,NA,NA
10539,Geospiza parvula,Small Tree-finch,NA,NA
10540,Geospiza heliobates,Mangrove Finch,NA,NA
10541,Geospiza pallida,Woodpecker Finch,NA,NA
10542,Geospiza septentrionalis,Vampire Ground-finch,Geospize vampire,Pinzon de Darwin Chupasangre
10543,Geospiza fuliginosa,Small Ground-finch,Geospize fuligineux,Pinzon de Darwin Fuliginoso
10544,Geospiza fortis,Medium Ground-finch,Geospize a bec moyen,Pinzon de Darwin Picomediano
10545,Geospiza acutirostris,Genovesa Ground-finch,Geospize de Genovesa,Pinzon de Darwin Picofino de Genovesa
10546,Geospiza magnirostris,Large Ground-finch,Geospize a gros bec,Pinzon de Darwin Picogordo
10547,Geospiza conirostris,Espanola Cactus-finch,Geospize a bec conique,Pinzon de Darwin Conirrostro
10548,Geospiza scandens,Common Cactus-finch,Geospize des cactus,Pinzon de Darwin de Los Cactus
10549,Geospiza propinqua,Genovesa Cactus-finch,Geospize voisin,Pinzon de Darwin Picogrueso de Genovesa
10550,Volatinia jacarina,Blue-black Grassquit,Jacarini noir,Semillero Volatinero
10551,Conothraupis speculigera,Black-and-white Tanager,Tangara a miroir blanc,Tangara Albinegra
10552,Conothraupis mesoleuca,Cone-billed Tanager,Tangara de Berlioz,Tangara Picuda
10553,Creurgops dentatus,Slaty Tanager,Tangara ardoise,Tangara Pizarrosa
10554,Creurgops verticalis,Rufous-crested Tanager,Tangara a cimier roux,Tangara Crestirrufa
10555,Eucometis penicillata,Grey-headed Tanager,Tangara a tete grise,Tangara Cabecigris
10556,Trichothraupis melanops,Black-goggled Tanager,Tangara a front noir,Tangara de Anteojos
10557,Islerothraupis cristata,Flame-crested Tanager,NA,NA
10558,Islerothraupis luctuosa,White-shouldered Tanager,NA,NA
10559,Islerothraupis rufiventer,Yellow-crested Tanager,NA,NA
10560,Coryphospingus pileatus,Pileated Finch,Araguira gris,Soldadito Capirotado
10561,Coryphospingus cucullatus,Red-crested Finch,Araguira rougeatre,Soldadito Crestirrojo
10562,Maschalethraupis surinama,Fulvous-crested Tanager,NA,NA
10563,Rhodospingus cruentus,Crimson-breasted Finch,Rhodospingue ponceau,Soldadito Carmesi
10564,Chrysocorypha delatrii,Tawny-crested Tanager,NA,NA
10565,Lanio versicolor,White-winged Shrike-tanager,Tangara versicolore,Tangara Aliblanca
10566,Lanio fulvus,Fulvous Shrike-tanager,Tangara mordore,Tangara Fulva
10567,Lanio aurantius,Black-throated Shrike-tanager,Tangara a gorge noire,Tangara Gorjinegra
10568,Lanio leucothorax,White-throated Shrike-tanager,Tangara a gorge blanche,Tangara Gorjiblanca
10569,Tachyphonus phoenicius,Red-shouldered Tanager,Tangara a galons rouges,Tangara de Galones
10570,Tachyphonus rufus,White-lined Tanager,Tangara a galons blancs,Tangara Negra
10571,Tachyphonus coronatus,Ruby-crowned Tanager,Tangara couronne,Tangara Coronada
10572,Ramphocelus sanguinolentus,Crimson-collared Tanager,Tangara ceinture,Tangara Acollarada
10573,Ramphocelus nigrogularis,Masked Crimson Tanager,Tangara masque,Tangara Enmascarada
10574,Ramphocelus dimidiatus,Crimson-backed Tanager,Tangara a dos rouge,Tangara Dorsirroja
